Date,Pair_A,Pair_B,rolling_corr
2010-08-16,USDPHP_RET,CNYPHP_RET,0.9942734666606833
2010-08-17,USDPHP_RET,CNYPHP_RET,0.9940961472334366
2010-08-18,USDPHP_RET,CNYPHP_RET,0.993787337753618
2010-08-19,USDPHP_RET,CNYPHP_RET,0.9937913822676108
2010-08-20,USDPHP_RET,CNYPHP_RET,0.9937901533400354
2010-08-23,USDPHP_RET,CNYPHP_RET,0.9938185012463242
2010-08-24,USDPHP_RET,CNYPHP_RET,0.9935962886525566
2010-08-25,USDPHP_RET,CNYPHP_RET,0.9937007921734278
2010-08-26,USDPHP_RET,CNYPHP_RET,0.9936639724976221
2010-08-27,USDPHP_RET,CNYPHP_RET,0.993703726313407
2010-08-30,USDPHP_RET,CNYPHP_RET,0.9936995207676649
2010-08-31,USDPHP_RET,CNYPHP_RET,0.9936040217210135
2010-09-01,USDPHP_RET,CNYPHP_RET,0.993543713318684
2010-09-02,USDPHP_RET,CNYPHP_RET,0.9935515615108089
2010-09-03,USDPHP_RET,CNYPHP_RET,0.9935404542599406
2010-09-06,USDPHP_RET,CNYPHP_RET,0.9936551416791903
2010-09-07,USDPHP_RET,CNYPHP_RET,0.9930267826269098
2010-09-08,USDPHP_RET,CNYPHP_RET,0.9930059751060267
2010-09-09,USDPHP_RET,CNYPHP_RET,0.9929690107269846
2010-09-10,USDPHP_RET,CNYPHP_RET,0.9925434255445905
2010-09-13,USDPHP_RET,CNYPHP_RET,0.9922038104185563
2010-09-14,USDPHP_RET,CNYPHP_RET,0.9919481863143392
2010-09-15,USDPHP_RET,CNYPHP_RET,0.9915386819533899
2010-09-16,USDPHP_RET,CNYPHP_RET,0.9914615919087659
2010-09-17,USDPHP_RET,CNYPHP_RET,0.9909853732942634
2010-09-20,USDPHP_RET,CNYPHP_RET,0.9909588962464295
2010-09-21,USDPHP_RET,CNYPHP_RET,0.990533830512291
2010-09-22,USDPHP_RET,CNYPHP_RET,0.9904599445754736
2010-09-23,USDPHP_RET,CNYPHP_RET,0.9904185227707626
2010-09-24,USDPHP_RET,CNYPHP_RET,0.9904342341665598
2010-09-27,USDPHP_RET,CNYPHP_RET,0.9904551261833937
2010-09-28,USDPHP_RET,CNYPHP_RET,0.9885761490708823
2010-09-29,USDPHP_RET,CNYPHP_RET,0.9868981743687597
2010-09-30,USDPHP_RET,CNYPHP_RET,0.9868791348308013
2010-10-01,USDPHP_RET,CNYPHP_RET,0.986697058229979
2010-10-04,USDPHP_RET,CNYPHP_RET,0.9866017600626622
2010-10-05,USDPHP_RET,CNYPHP_RET,0.9866426559859962
2010-10-06,USDPHP_RET,CNYPHP_RET,0.9867016171195442
2010-10-07,USDPHP_RET,CNYPHP_RET,0.9865081697511301
2010-10-08,USDPHP_RET,CNYPHP_RET,0.9865072364477172
2010-10-11,USDPHP_RET,CNYPHP_RET,0.985660011693942
2010-10-12,USDPHP_RET,CNYPHP_RET,0.9857185302468698
2010-10-13,USDPHP_RET,CNYPHP_RET,0.9855723903712502
2010-10-14,USDPHP_RET,CNYPHP_RET,0.9855919916954289
2010-10-15,USDPHP_RET,CNYPHP_RET,0.9851694119503493
2010-10-18,USDPHP_RET,CNYPHP_RET,0.984721779866572
2010-10-19,USDPHP_RET,CNYPHP_RET,0.9846470368443497
2010-10-20,USDPHP_RET,CNYPHP_RET,0.984367936565137
2010-10-21,USDPHP_RET,CNYPHP_RET,0.984157021355319
2010-10-22,USDPHP_RET,CNYPHP_RET,0.9841641904222257
2010-10-25,USDPHP_RET,CNYPHP_RET,0.9837296699498721
2010-10-26,USDPHP_RET,CNYPHP_RET,0.9837590704044913
2010-10-27,USDPHP_RET,CNYPHP_RET,0.9837292676314044
2010-10-28,USDPHP_RET,CNYPHP_RET,0.981859791237542
2010-10-29,USDPHP_RET,CNYPHP_RET,0.9816568938049579
2010-11-01,USDPHP_RET,CNYPHP_RET,0.9807611995372479
2010-11-02,USDPHP_RET,CNYPHP_RET,0.9773468350943701
2010-11-03,USDPHP_RET,CNYPHP_RET,0.9769288148708666
2010-11-04,USDPHP_RET,CNYPHP_RET,0.9769384063472543
2010-11-05,USDPHP_RET,CNYPHP_RET,0.9763965765754858
2010-11-08,USDPHP_RET,CNYPHP_RET,0.9758579647916833
2010-11-09,USDPHP_RET,CNYPHP_RET,0.9742896176876957
2010-11-10,USDPHP_RET,CNYPHP_RET,0.9693327604824169
2010-11-11,USDPHP_RET,CNYPHP_RET,0.9690580207409442
2010-11-12,USDPHP_RET,CNYPHP_RET,0.9686951085638359
2010-11-15,USDPHP_RET,CNYPHP_RET,0.9667890262822187
2010-11-16,USDPHP_RET,CNYPHP_RET,0.9665739404157412
2010-11-17,USDPHP_RET,CNYPHP_RET,0.9627575077686722
2010-11-18,USDPHP_RET,CNYPHP_RET,0.9570401867899972
2010-11-19,USDPHP_RET,CNYPHP_RET,0.9573287516073443
2010-11-22,USDPHP_RET,CNYPHP_RET,0.9573987002009091
2010-11-23,USDPHP_RET,CNYPHP_RET,0.9585310909140653
2010-11-24,USDPHP_RET,CNYPHP_RET,0.9580451651714963
2010-11-25,USDPHP_RET,CNYPHP_RET,0.9580282413777033
2010-11-26,USDPHP_RET,CNYPHP_RET,0.9577569711123052
2010-11-29,USDPHP_RET,CNYPHP_RET,0.9554976841281912
2010-11-30,USDPHP_RET,CNYPHP_RET,0.9541685720289996
2010-12-01,USDPHP_RET,CNYPHP_RET,0.9542661839380636
2010-12-02,USDPHP_RET,CNYPHP_RET,0.9566380699227649
2010-12-03,USDPHP_RET,CNYPHP_RET,0.9568923885506281
2010-12-06,USDPHP_RET,CNYPHP_RET,0.9568712916355459
2010-12-07,USDPHP_RET,CNYPHP_RET,0.956262685068842
2010-12-08,USDPHP_RET,CNYPHP_RET,0.9556352406283375
2010-12-09,USDPHP_RET,CNYPHP_RET,0.9542117050450439
2010-12-10,USDPHP_RET,CNYPHP_RET,0.953952657227871
2010-12-13,USDPHP_RET,CNYPHP_RET,0.9538305457654789
2010-12-14,USDPHP_RET,CNYPHP_RET,0.9568615626994437
2010-12-15,USDPHP_RET,CNYPHP_RET,0.9566871601251693
2010-12-16,USDPHP_RET,CNYPHP_RET,0.9558989742951145
2010-12-17,USDPHP_RET,CNYPHP_RET,0.9552443945414909
2010-12-20,USDPHP_RET,CNYPHP_RET,0.9551868304591964
2010-12-21,USDPHP_RET,CNYPHP_RET,0.9526859121800506
2010-12-22,USDPHP_RET,CNYPHP_RET,0.9516971759114858
2010-12-23,USDPHP_RET,CNYPHP_RET,0.9519724217399868
2010-12-24,USDPHP_RET,CNYPHP_RET,0.9519399578118657
2010-12-27,USDPHP_RET,CNYPHP_RET,0.9521378330520102
2010-12-28,USDPHP_RET,CNYPHP_RET,0.9512629759177398
2010-12-29,USDPHP_RET,CNYPHP_RET,0.95125682122887
2010-12-30,USDPHP_RET,CNYPHP_RET,0.9511211378365126
2010-12-31,USDPHP_RET,CNYPHP_RET,0.9507887195801386
2011-01-03,USDPHP_RET,CNYPHP_RET,0.9483425779293814
2011-01-04,USDPHP_RET,CNYPHP_RET,0.9478270049650978
2011-01-05,USDPHP_RET,CNYPHP_RET,0.9466645799537519
2011-01-06,USDPHP_RET,CNYPHP_RET,0.9460262664539499
2011-01-07,USDPHP_RET,CNYPHP_RET,0.93781654934586
2011-01-10,USDPHP_RET,CNYPHP_RET,0.9387345795446567
2011-01-11,USDPHP_RET,CNYPHP_RET,0.9389132397298853
2011-01-12,USDPHP_RET,CNYPHP_RET,0.9386125896238249
2011-01-13,USDPHP_RET,CNYPHP_RET,0.9376315653361728
2011-01-14,USDPHP_RET,CNYPHP_RET,0.9380644013356394
2011-01-17,USDPHP_RET,CNYPHP_RET,0.9414227976927649
2011-01-18,USDPHP_RET,CNYPHP_RET,0.9477614944131104
2011-01-19,USDPHP_RET,CNYPHP_RET,0.9474518778757458
2011-01-20,USDPHP_RET,CNYPHP_RET,0.9476028930849303
2011-01-21,USDPHP_RET,CNYPHP_RET,0.9502560370946123
2011-01-24,USDPHP_RET,CNYPHP_RET,0.9528493392439533
2011-01-25,USDPHP_RET,CNYPHP_RET,0.9525434681228178
2011-01-26,USDPHP_RET,CNYPHP_RET,0.9522318780225753
2011-01-27,USDPHP_RET,CNYPHP_RET,0.9524356891281831
2011-01-28,USDPHP_RET,CNYPHP_RET,0.9524408380927417
2011-01-31,USDPHP_RET,CNYPHP_RET,0.9522605537667754
2011-02-01,USDPHP_RET,CNYPHP_RET,0.9501205769811555
2011-02-02,USDPHP_RET,CNYPHP_RET,0.949826255599639
2011-02-03,USDPHP_RET,CNYPHP_RET,0.9460036720703365
2011-02-04,USDPHP_RET,CNYPHP_RET,0.9450527766993312
2011-02-07,USDPHP_RET,CNYPHP_RET,0.9457138599080219
2011-02-08,USDPHP_RET,CNYPHP_RET,0.9460905603160624
2011-02-09,USDPHP_RET,CNYPHP_RET,0.9466661091105636
2011-02-10,USDPHP_RET,CNYPHP_RET,0.9418053912118762
2011-02-11,USDPHP_RET,CNYPHP_RET,0.9418605084609393
2011-02-14,USDPHP_RET,CNYPHP_RET,0.9416638088208077
2011-02-15,USDPHP_RET,CNYPHP_RET,0.9413206367949781
2011-02-16,USDPHP_RET,CNYPHP_RET,0.9417217610650388
2011-02-17,USDPHP_RET,CNYPHP_RET,0.9400658032699689
2011-02-18,USDPHP_RET,CNYPHP_RET,0.9403546677158439
2011-02-21,USDPHP_RET,CNYPHP_RET,0.9396731204724303
2011-02-22,USDPHP_RET,CNYPHP_RET,0.939624208401959
2011-02-23,USDPHP_RET,CNYPHP_RET,0.9395258817927288
2011-02-24,USDPHP_RET,CNYPHP_RET,0.9396064088549448
2011-02-25,USDPHP_RET,CNYPHP_RET,0.941085548637703
2011-02-28,USDPHP_RET,CNYPHP_RET,0.9406484953968756
2011-03-01,USDPHP_RET,CNYPHP_RET,0.9395558156154834
2011-03-02,USDPHP_RET,CNYPHP_RET,0.9403217916379525
2011-03-03,USDPHP_RET,CNYPHP_RET,0.9400306958473048
2011-03-04,USDPHP_RET,CNYPHP_RET,0.939327928518552
2011-03-07,USDPHP_RET,CNYPHP_RET,0.9395302556811832
2011-03-08,USDPHP_RET,CNYPHP_RET,0.9394719773179907
2011-03-09,USDPHP_RET,CNYPHP_RET,0.9393516435970329
2011-03-10,USDPHP_RET,CNYPHP_RET,0.9396005035721614
2011-03-11,USDPHP_RET,CNYPHP_RET,0.9390309035808578
2011-03-14,USDPHP_RET,CNYPHP_RET,0.9396441235807982
2011-03-15,USDPHP_RET,CNYPHP_RET,0.9396158135879471
2011-03-16,USDPHP_RET,CNYPHP_RET,0.9408572623961797
2011-03-17,USDPHP_RET,CNYPHP_RET,0.9408706646311502
2011-03-18,USDPHP_RET,CNYPHP_RET,0.9407925518345905
2011-03-21,USDPHP_RET,CNYPHP_RET,0.941540117631184
2011-03-22,USDPHP_RET,CNYPHP_RET,0.9408847992765325
2011-03-23,USDPHP_RET,CNYPHP_RET,0.941150360854196
2011-03-24,USDPHP_RET,CNYPHP_RET,0.9410995878873953
2011-03-25,USDPHP_RET,CNYPHP_RET,0.940927861468159
2011-03-28,USDPHP_RET,CNYPHP_RET,0.941712496100719
2011-03-29,USDPHP_RET,CNYPHP_RET,0.9424176463742024
2011-03-30,USDPHP_RET,CNYPHP_RET,0.9424912270898763
2011-03-31,USDPHP_RET,CNYPHP_RET,0.9421640998221258
2011-04-01,USDPHP_RET,CNYPHP_RET,0.9413714311803298
2011-04-04,USDPHP_RET,CNYPHP_RET,0.9415195686805888
2011-04-05,USDPHP_RET,CNYPHP_RET,0.9419744266334097
2011-04-06,USDPHP_RET,CNYPHP_RET,0.940916399814971
2011-04-07,USDPHP_RET,CNYPHP_RET,0.9411474204797942
2011-04-08,USDPHP_RET,CNYPHP_RET,0.9404569904171011
2011-04-11,USDPHP_RET,CNYPHP_RET,0.9413114216943179
2011-04-12,USDPHP_RET,CNYPHP_RET,0.9418872071645181
2011-04-13,USDPHP_RET,CNYPHP_RET,0.9418240398777633
2011-04-14,USDPHP_RET,CNYPHP_RET,0.9419105908112153
2011-04-18,USDPHP_RET,CNYPHP_RET,0.9417945203162407
2011-04-19,USDPHP_RET,CNYPHP_RET,0.941832183437776
2011-04-20,USDPHP_RET,CNYPHP_RET,0.9419496018931054
2011-04-21,USDPHP_RET,CNYPHP_RET,0.9418622801448591
2011-04-22,USDPHP_RET,CNYPHP_RET,0.9417120290503932
2011-04-25,USDPHP_RET,CNYPHP_RET,0.939573355466191
2011-04-26,USDPHP_RET,CNYPHP_RET,0.9391698963416307
2011-04-27,USDPHP_RET,CNYPHP_RET,0.9348950244632279
2011-04-28,USDPHP_RET,CNYPHP_RET,0.9362794761146682
2011-04-29,USDPHP_RET,CNYPHP_RET,0.9362422676159328
2011-05-02,USDPHP_RET,CNYPHP_RET,0.9367368437309496
2011-05-03,USDPHP_RET,CNYPHP_RET,0.9369292537224655
2011-05-04,USDPHP_RET,CNYPHP_RET,0.9367620690192816
2011-05-05,USDPHP_RET,CNYPHP_RET,0.9371132926338548
2011-05-06,USDPHP_RET,CNYPHP_RET,0.941929620837069
2011-05-09,USDPHP_RET,CNYPHP_RET,0.9422428971908382
2011-05-10,USDPHP_RET,CNYPHP_RET,0.9392270451761375
2011-05-11,USDPHP_RET,CNYPHP_RET,0.948428475381797
2011-05-12,USDPHP_RET,CNYPHP_RET,0.9538859840307041
2011-05-13,USDPHP_RET,CNYPHP_RET,0.9539453106030968
2011-05-16,USDPHP_RET,CNYPHP_RET,0.9535745155985123
2011-05-17,USDPHP_RET,CNYPHP_RET,0.9520253431732052
2011-05-18,USDPHP_RET,CNYPHP_RET,0.9516092934619993
2011-05-19,USDPHP_RET,CNYPHP_RET,0.9504725152767998
2011-05-20,USDPHP_RET,CNYPHP_RET,0.9499589428805897
2011-05-23,USDPHP_RET,CNYPHP_RET,0.9486048053102246
2011-05-24,USDPHP_RET,CNYPHP_RET,0.9482103948295212
2011-05-25,USDPHP_RET,CNYPHP_RET,0.9494133970838531
2011-05-26,USDPHP_RET,CNYPHP_RET,0.9493725947118977
2011-05-27,USDPHP_RET,CNYPHP_RET,0.9494455693400672
2011-05-30,USDPHP_RET,CNYPHP_RET,0.9469735858785611
2011-05-31,USDPHP_RET,CNYPHP_RET,0.9466761927619781
2011-06-01,USDPHP_RET,CNYPHP_RET,0.9465813277355254
2011-06-02,USDPHP_RET,CNYPHP_RET,0.9472944416196327
2011-06-03,USDPHP_RET,CNYPHP_RET,0.9472678881886929
2011-06-06,USDPHP_RET,CNYPHP_RET,0.9478259791208731
2011-06-07,USDPHP_RET,CNYPHP_RET,0.9479889138954107
2011-06-08,USDPHP_RET,CNYPHP_RET,0.947410460574005
2011-06-09,USDPHP_RET,CNYPHP_RET,0.9476198631173455
2011-06-10,USDPHP_RET,CNYPHP_RET,0.9479298361064087
2011-06-13,USDPHP_RET,CNYPHP_RET,0.9477485779264295
2011-06-14,USDPHP_RET,CNYPHP_RET,0.9482286291983898
2011-06-15,USDPHP_RET,CNYPHP_RET,0.9481665006697346
2011-06-16,USDPHP_RET,CNYPHP_RET,0.9493846756265557
2011-06-17,USDPHP_RET,CNYPHP_RET,0.9503246127212429
2011-06-20,USDPHP_RET,CNYPHP_RET,0.9501809316730674
2011-06-21,USDPHP_RET,CNYPHP_RET,0.9493261879535425
2011-06-22,USDPHP_RET,CNYPHP_RET,0.9495798723325143
2011-06-23,USDPHP_RET,CNYPHP_RET,0.9500269472753741
2011-06-24,USDPHP_RET,CNYPHP_RET,0.9500066363155515
2011-06-27,USDPHP_RET,CNYPHP_RET,0.9501733230069682
2011-06-28,USDPHP_RET,CNYPHP_RET,0.9493330910956862
2011-06-29,USDPHP_RET,CNYPHP_RET,0.9501775658369391
2011-06-30,USDPHP_RET,CNYPHP_RET,0.9504848919910116
2011-07-01,USDPHP_RET,CNYPHP_RET,0.9515572241461226
2011-07-04,USDPHP_RET,CNYPHP_RET,0.9527170511205446
2011-07-05,USDPHP_RET,CNYPHP_RET,0.9581237478263716
2011-07-06,USDPHP_RET,CNYPHP_RET,0.9566956881699781
2011-07-07,USDPHP_RET,CNYPHP_RET,0.9567508620607109
2011-07-08,USDPHP_RET,CNYPHP_RET,0.9568772573220697
2011-07-11,USDPHP_RET,CNYPHP_RET,0.95768566939563
2011-07-12,USDPHP_RET,CNYPHP_RET,0.9575395881793165
2011-07-13,USDPHP_RET,CNYPHP_RET,0.9557684414235882
2011-07-14,USDPHP_RET,CNYPHP_RET,0.944463305047134
2011-07-15,USDPHP_RET,CNYPHP_RET,0.9296074292637504
2011-07-18,USDPHP_RET,CNYPHP_RET,0.9289737836249714
2011-07-19,USDPHP_RET,CNYPHP_RET,0.9207453108397927
2011-07-20,USDPHP_RET,CNYPHP_RET,0.9127790751697716
2011-07-21,USDPHP_RET,CNYPHP_RET,0.9116520713752645
2011-07-22,USDPHP_RET,CNYPHP_RET,0.9114984131708898
2011-07-25,USDPHP_RET,CNYPHP_RET,0.9118156735732595
2011-07-26,USDPHP_RET,CNYPHP_RET,0.9111131982821857
2011-07-27,USDPHP_RET,CNYPHP_RET,0.9111982084040255
2011-07-28,USDPHP_RET,CNYPHP_RET,0.9130866461459914
2011-07-29,USDPHP_RET,CNYPHP_RET,0.913545444606135
2011-08-01,USDPHP_RET,CNYPHP_RET,0.9181063887625716
2011-08-02,USDPHP_RET,CNYPHP_RET,0.9185437635039706
2011-08-03,USDPHP_RET,CNYPHP_RET,0.9186886626677256
2011-08-04,USDPHP_RET,CNYPHP_RET,0.919043836286155
2011-08-05,USDPHP_RET,CNYPHP_RET,0.9187503759344616
2011-08-08,USDPHP_RET,CNYPHP_RET,0.9257541056173574
2011-08-09,USDPHP_RET,CNYPHP_RET,0.9254597585782467
2011-08-10,USDPHP_RET,CNYPHP_RET,0.9256369624753289
2011-08-11,USDPHP_RET,CNYPHP_RET,0.9248559468314544
2011-08-12,USDPHP_RET,CNYPHP_RET,0.9220879760894556
2011-08-15,USDPHP_RET,CNYPHP_RET,0.922179905910714
2011-08-16,USDPHP_RET,CNYPHP_RET,0.9225453978101571
2011-08-17,USDPHP_RET,CNYPHP_RET,0.9226121644332224
2011-08-18,USDPHP_RET,CNYPHP_RET,0.9225000948047485
2011-08-19,USDPHP_RET,CNYPHP_RET,0.9220617771222374
2011-08-22,USDPHP_RET,CNYPHP_RET,0.9220059934396403
2011-08-23,USDPHP_RET,CNYPHP_RET,0.9173609086753678
2011-08-24,USDPHP_RET,CNYPHP_RET,0.9175501375274282
2011-08-25,USDPHP_RET,CNYPHP_RET,0.916353081981842
2011-08-26,USDPHP_RET,CNYPHP_RET,0.9162113894404018
2011-08-29,USDPHP_RET,CNYPHP_RET,0.9154421930700866
2011-08-30,USDPHP_RET,CNYPHP_RET,0.9149455292481331
2011-08-31,USDPHP_RET,CNYPHP_RET,0.9136569201564507
2011-09-01,USDPHP_RET,CNYPHP_RET,0.9142528993009804
2011-09-02,USDPHP_RET,CNYPHP_RET,0.9144569812423364
2011-09-05,USDPHP_RET,CNYPHP_RET,0.9148415093712876
2011-09-06,USDPHP_RET,CNYPHP_RET,0.9154047836392356
2011-09-07,USDPHP_RET,CNYPHP_RET,0.9151142949688805
2011-09-08,USDPHP_RET,CNYPHP_RET,0.9157325420789946
2011-09-09,USDPHP_RET,CNYPHP_RET,0.9147477867110102
2011-09-12,USDPHP_RET,CNYPHP_RET,0.914654980774303
2011-09-13,USDPHP_RET,CNYPHP_RET,0.9128800482222706
2011-09-14,USDPHP_RET,CNYPHP_RET,0.912994895830757
2011-09-15,USDPHP_RET,CNYPHP_RET,0.9163594040732737
2011-09-16,USDPHP_RET,CNYPHP_RET,0.9164294664357148
2011-09-19,USDPHP_RET,CNYPHP_RET,0.9161172920441394
2011-09-20,USDPHP_RET,CNYPHP_RET,0.9162937560423361
2011-09-21,USDPHP_RET,CNYPHP_RET,0.914937491553436
2011-09-22,USDPHP_RET,CNYPHP_RET,0.9136225692158234
2011-09-23,USDPHP_RET,CNYPHP_RET,0.9143662222347586
2011-09-26,USDPHP_RET,CNYPHP_RET,0.9148689304043043
2011-09-27,USDPHP_RET,CNYPHP_RET,0.9131487793180186
2011-09-28,USDPHP_RET,CNYPHP_RET,0.9189809540250679
2011-09-29,USDPHP_RET,CNYPHP_RET,0.9211392051171704
2011-09-30,USDPHP_RET,CNYPHP_RET,0.9223675735068236
2011-10-03,USDPHP_RET,CNYPHP_RET,0.9220614207634141
2011-10-04,USDPHP_RET,CNYPHP_RET,0.9218524354861348
2011-10-05,USDPHP_RET,CNYPHP_RET,0.9179117732283244
2011-10-06,USDPHP_RET,CNYPHP_RET,0.9186459343378146
2011-10-07,USDPHP_RET,CNYPHP_RET,0.9188699596820887
2011-10-10,USDPHP_RET,CNYPHP_RET,0.9186597892416937
2011-10-11,USDPHP_RET,CNYPHP_RET,0.9161531839388034
2011-10-12,USDPHP_RET,CNYPHP_RET,0.9263379592869101
2011-10-13,USDPHP_RET,CNYPHP_RET,0.9352919308295549
2011-10-14,USDPHP_RET,CNYPHP_RET,0.9333799937303324
2011-10-17,USDPHP_RET,CNYPHP_RET,0.9330572014463413
2011-10-18,USDPHP_RET,CNYPHP_RET,0.9358702847476331
2011-10-19,USDPHP_RET,CNYPHP_RET,0.9352604967896254
2011-10-20,USDPHP_RET,CNYPHP_RET,0.9390393130053045
2011-10-21,USDPHP_RET,CNYPHP_RET,0.9395121671949411
2011-10-24,USDPHP_RET,CNYPHP_RET,0.939851467206677
2011-10-25,USDPHP_RET,CNYPHP_RET,0.940388044167637
2011-10-26,USDPHP_RET,CNYPHP_RET,0.9398696189733842
2011-10-27,USDPHP_RET,CNYPHP_RET,0.939470735929911
2011-10-28,USDPHP_RET,CNYPHP_RET,0.9419089137243359
2011-10-31,USDPHP_RET,CNYPHP_RET,0.9417388408629053
2011-11-01,USDPHP_RET,CNYPHP_RET,0.9414372529935319
2011-11-02,USDPHP_RET,CNYPHP_RET,0.9416879594571272
2011-11-03,USDPHP_RET,CNYPHP_RET,0.9335419742811624
2011-11-04,USDPHP_RET,CNYPHP_RET,0.9274126675627896
2011-11-07,USDPHP_RET,CNYPHP_RET,0.9275324553740161
2011-11-08,USDPHP_RET,CNYPHP_RET,0.926185164815678
2011-11-09,USDPHP_RET,CNYPHP_RET,0.9277247484359362
2011-11-10,USDPHP_RET,CNYPHP_RET,0.9281554722891677
2011-11-11,USDPHP_RET,CNYPHP_RET,0.9290826436475434
2011-11-14,USDPHP_RET,CNYPHP_RET,0.9284150089982707
2011-11-15,USDPHP_RET,CNYPHP_RET,0.9291117262720833
2011-11-16,USDPHP_RET,CNYPHP_RET,0.9299591434696787
2011-11-17,USDPHP_RET,CNYPHP_RET,0.9300083318053102
2011-11-18,USDPHP_RET,CNYPHP_RET,0.9295631751217497
2011-11-21,USDPHP_RET,CNYPHP_RET,0.929090738276259
2011-11-22,USDPHP_RET,CNYPHP_RET,0.9296369001626331
2011-11-23,USDPHP_RET,CNYPHP_RET,0.9298344511787066
2011-11-24,USDPHP_RET,CNYPHP_RET,0.9305680921082388
2011-11-25,USDPHP_RET,CNYPHP_RET,0.9304308017007689
2011-11-28,USDPHP_RET,CNYPHP_RET,0.9290798337995699
2011-11-29,USDPHP_RET,CNYPHP_RET,0.9301517128222491
2011-11-30,USDPHP_RET,CNYPHP_RET,0.9297169031362422
2011-12-01,USDPHP_RET,CNYPHP_RET,0.9307478235340443
2011-12-02,USDPHP_RET,CNYPHP_RET,0.930784446296012
2011-12-05,USDPHP_RET,CNYPHP_RET,0.9299937453714338
2011-12-06,USDPHP_RET,CNYPHP_RET,0.9296064166546792
2011-12-07,USDPHP_RET,CNYPHP_RET,0.9300465405537399
2011-12-08,USDPHP_RET,CNYPHP_RET,0.9271897830929163
2011-12-09,USDPHP_RET,CNYPHP_RET,0.9263958451146375
2011-12-12,USDPHP_RET,CNYPHP_RET,0.9286378967620568
2011-12-13,USDPHP_RET,CNYPHP_RET,0.9287588602703557
2011-12-14,USDPHP_RET,CNYPHP_RET,0.9305389607411971
2011-12-15,USDPHP_RET,CNYPHP_RET,0.9308389358202708
2011-12-16,USDPHP_RET,CNYPHP_RET,0.9308270753971247
2011-12-19,USDPHP_RET,CNYPHP_RET,0.9273635367352608
2011-12-20,USDPHP_RET,CNYPHP_RET,0.9242844530543737
2011-12-21,USDPHP_RET,CNYPHP_RET,0.9187403722833285
2011-12-22,USDPHP_RET,CNYPHP_RET,0.9188593714123058
2011-12-23,USDPHP_RET,CNYPHP_RET,0.9186687166442639
2011-12-26,USDPHP_RET,CNYPHP_RET,0.9177184999011756
2011-12-27,USDPHP_RET,CNYPHP_RET,0.9170363131949376
2011-12-28,USDPHP_RET,CNYPHP_RET,0.9187459008566617
2011-12-29,USDPHP_RET,CNYPHP_RET,0.9198621059555847
2011-12-30,USDPHP_RET,CNYPHP_RET,0.9196322814028113
2012-01-02,USDPHP_RET,CNYPHP_RET,0.9183583952371144
2012-01-03,USDPHP_RET,CNYPHP_RET,0.9181574807123815
2012-01-04,USDPHP_RET,CNYPHP_RET,0.9185060157046616
2012-01-05,USDPHP_RET,CNYPHP_RET,0.9178092835220838
2012-01-06,USDPHP_RET,CNYPHP_RET,0.9190058289801812
2012-01-09,USDPHP_RET,CNYPHP_RET,0.9303076376445732
